account_id,customer_id,account_type,account_number,branch_id,balance,currency,status,interest_rate,opened_date,last_activity_date
ACC-600925,501726,checking,5740-4420-2460-7461,BR-0059,30922.86,USD,active,0.2503,2021-05-11,2021-10-09
ACC-600926,500883,savings,3037-5252-9140-4437,BR-0051,1572.71,USD,active,0.818,2022-11-28,2023-06-07
ACC-600927,500640,checking,7491-6947-3489-3088,BR-0152,43367.35,USD,closed,0.4222,2022-10-18,2024-06-21
ACC-600928,502898,cd,0944-0834-1049-2962,BR-0176,20787.28,USD,active,2.1403,2025-02-07,2025-07-29
ACC-600929,500173,savings,6891-1191-8567-7514,BR-0146,96741.86,USD,active,1.0625,2020-02-19,2020-04-10
ACC-600930,502285,savings,0623-2567-9896-1841,BR-0143,139003.61,USD,closed,2.4986,2025-09-24,2025-12-05
ACC-600931,501366,checking,9525-8811-2725-7678,BR-0013,11112.6,USD,active,0.2781,2020-02-15,2020-05-29
ACC-600932,500907,checking,5997-6289-4412-3590,BR-0009,11654.63,USD,active,0.0207,2021-02-22,2021-10-13
ACC-600933,502021,checking,6787-5638-8239-2146,BR-0103,43085.54,USD,active,0.4953,2019-01-08,2020-04-14
ACC-600934,500542,money_market,4684-2976-0065-0578,BR-0129,32507.0,USD,active,3.116,2022-03-20,2023-01-14
ACC-600935,501760,savings,2913-1930-0913-2971,BR-0156,938.88,USD,active,3.105,2021-06-04,2021-08-25
ACC-600936,502366,money_market,7363-1654-0987-2318,BR-0114,291611.76,USD,dormant,4.7369,2024-08-29,2025-12-15
ACC-600937,500255,checking,2357-1510-6974-2349,BR-0104,203.86,USD,active,0.252,2019-11-29,2021-08-10
ACC-600938,501035,savings,9892-3526-6662-5605,BR-0056,66403.74,USD,active,3.6156,2019-09-04,2020-03-04
ACC-600939,501990,money_market,3678-6973-6145-8751,BR-0171,396322.07,USD,active,1.2446,2025-06-23,2025-11-16
ACC-600940,502008,savings,8437-4919-1579-0391,BR-0009,65973.29,USD,active,3.9598,2022-02-12,2022-09-25
ACC-600941,500015,checking,5882-7114-3151-3101,BR-0018,31352.13,USD,active,0.2204,2022-11-14,2023-03-02
ACC-600942,500563,savings,4057-4762-9240-9551,BR-0015,95092.83,USD,active,1.6039,2022-12-22,2024-11-17
ACC-600943,501203,savings,9103-7203-2308-9923,BR-0043,149007.89,USD,active,2.4205,2024-05-15,2025-05-07
ACC-600944,501526,savings,6816-3986-2493-2390,BR-0156,19631.5,USD,active,3.3597,2022-06-24,2022-12-29
ACC-600945,501251,savings,1988-7125-6408-9080,BR-0069,156342.95,USD,active,2.0037,2020-04-13,2021-09-15
ACC-600946,502521,checking,2148-2779-7573-9637,BR-0104,16185.54,USD,active,0.3967,2023-12-08,2024-07-24
ACC-600947,502534,cd,9159-5942-3619-2575,BR-0146,61277.25,USD,frozen,2.0608,2020-05-02,2020-11-01
ACC-600948,501924,cd,0140-2150-1675-7747,BR-0037,75219.93,USD,closed,3.5123,2019-11-22,2020-01-29
ACC-600949,501313,money_market,0198-1932-6647-3813,BR-0006,225978.42,USD,active,2.89,2020-06-03,2021-01-01
ACC-600950,500594,money_market,7654-9104-8783-2923,BR-0031,447611.72,USD,active,1.5031,2024-03-17,2025-02-05
ACC-600951,500858,cd,3770-2441-9486-0811,BR-0024,236585.62,USD,active,5.114,2022-12-25,2024-03-28
ACC-600952,500150,money_market,4487-8902-9017-6983,BR-0071,124374.41,USD,active,3.9649,2023-12-19,2025-12-17
ACC-600953,501603,savings,0791-2704-1131-1189,BR-0159,131688.44,USD,active,3.0682,2020-06-04,2021-03-12
ACC-600954,501125,checking,8161-3390-7570-4914,BR-0037,36055.19,USD,active,0.1203,2019-04-17,2019-05-30
ACC-600955,502480,checking,5948-6681-9737-6740,BR-0021,2039.54,USD,closed,0.2589,2020-06-01,2022-02-04
ACC-600956,501918,savings,6370-1408-6807-7128,BR-0105,95030.3,USD,active,1.8329,2021-07-25,2023-07-24
ACC-600957,500858,cd,5911-9584-6959-7994,BR-0052,40296.07,USD,active,3.6622,2020-12-10,2022-09-19
ACC-600958,501907,checking,1142-3633-0714-6180,BR-0186,34448.06,USD,active,0.0166,2020-02-18,2021-05-08
ACC-600959,502740,money_market,1356-4546-2986-0442,BR-0192,303480.94,USD,dormant,3.1022,2025-11-15,2025-11-20
ACC-600960,501658,checking,9184-9911-0831-8539,BR-0196,46580.49,USD,active,0.2162,2022-02-16,2023-09-29
ACC-600961,501712,checking,1585-7301-3925-7611,BR-0080,19860.18,USD,active,0.2783,2024-08-24,2024-11-28
ACC-600962,500231,savings,6068-1474-2849-6858,BR-0169,117441.73,USD,dormant,1.9896,2020-09-04,2020-11-04
ACC-600963,502043,checking,3688-9325-2179-5969,BR-0005,13365.56,USD,dormant,0.3181,2022-01-31,2023-07-31
ACC-600964,502774,checking,3671-6658-1122-9322,BR-0172,42634.74,USD,active,0.0494,2019-09-05,2020-03-21
ACC-600965,501994,savings,5019-1770-5561-2923,BR-0174,22884.05,USD,active,4.8787,2024-09-01,2024-10-25
ACC-600966,502940,cd,2026-3661-7853-5930,BR-0118,63879.57,USD,closed,2.4133,2020-08-20,2020-12-23
ACC-600967,502218,checking,5602-3679-7499-7823,BR-0039,17526.63,USD,active,0.4265,2022-04-30,2024-03-11
ACC-600968,502040,checking,3327-4941-2966-4771,BR-0049,32296.29,USD,active,0.2447,2019-12-01,2021-02-09
ACC-600969,502676,cd,9858-2993-7962-6445,BR-0119,222393.41,USD,active,3.3537,2025-10-21,2025-11-04
ACC-600970,501354,savings,5604-4473-4205-6795,BR-0177,73831.17,USD,active,4.9578,2025-11-22,2025-12-20
ACC-600971,500492,savings,5281-0114-4322-8204,BR-0194,30792.11,USD,active,4.7126,2020-07-17,2022-07-04
ACC-600972,502242,checking,3724-6498-7472-1372,BR-0159,21942.18,USD,frozen,0.2564,2020-09-22,2021-06-04
ACC-600973,502761,checking,4762-6806-7994-4231,BR-0059,42776.89,USD,active,0.3658,2021-07-01,2023-04-22
ACC-600974,500639,savings,1324-0942-1505-1807,BR-0108,184601.2,USD,active,2.7203,2024-07-31,2025-03-12
ACC-600975,500673,checking,4631-9166-6128-7768,BR-0144,31781.86,USD,active,0.4935,2025-06-20,2025-12-19
ACC-600976,500996,money_market,9211-9006-6705-8856,BR-0154,142549.21,USD,active,2.6056,2024-09-06,2025-07-14
ACC-600977,501003,checking,4930-9428-8933-0587,BR-0062,7694.52,USD,dormant,0.2626,2020-02-12,2021-10-15
ACC-600978,501050,savings,5638-8661-6186-4408,BR-0159,56835.47,USD,active,0.8316,2019-04-05,2021-03-22
ACC-600979,500445,savings,2998-0572-5221-5979,BR-0089,151961.97,USD,active,4.1816,2025-05-08,2025-12-13
ACC-600980,502997,checking,6534-6458-1570-5802,BR-0096,12564.49,USD,active,0.4655,2021-09-05,2022-11-21
ACC-600981,502748,checking,6265-8494-8769-3170,BR-0107,27824.11,USD,active,0.435,2022-03-07,2024-02-25
ACC-600982,500077,checking,9884-4532-3487-3350,BR-0184,42927.68,USD,active,0.2893,2023-02-03,2023-06-25
ACC-600983,500275,checking,4664-0489-8699-0385,BR-0124,44001.63,USD,active,0.1514,2023-04-10,2024-05-17
ACC-600984,501333,cd,2670-7091-8577-1411,BR-0109,71072.55,USD,active,4.3899,2025-05-01,2025-09-28
ACC-600985,501922,savings,0254-1837-7438-6975,BR-0056,1313.22,USD,active,2.4859,2019-01-03,2019-10-18
ACC-600986,501628,savings,1838-0983-5077-4458,BR-0016,143963.87,USD,dormant,4.2925,2023-01-21,2024-12-19
ACC-600987,500672,checking,1835-9852-5005-5734,BR-0106,36750.66,USD,dormant,0.4174,2022-05-14,2023-09-23
ACC-600988,500457,checking,6083-1775-0546-8680,BR-0006,16586.19,USD,active,0.0119,2019-04-17,2020-11-14
ACC-600989,500262,savings,0303-3763-3035-6639,BR-0021,145260.0,USD,dormant,4.2149,2019-02-26,2020-04-09
ACC-600990,501771,savings,7410-2350-4343-2165,BR-0082,59708.79,USD,active,2.795,2019-04-05,2019-09-18
ACC-600991,502917,checking,5297-3543-3234-7765,BR-0032,13332.84,USD,active,0.024,2022-07-11,2023-05-28
ACC-600992,502188,checking,5352-7460-5304-4337,BR-0126,45111.16,USD,active,0.2663,2025-07-25,2025-11-19
ACC-600993,500008,money_market,6197-5540-8267-8573,BR-0075,307627.56,USD,active,3.3285,2021-08-29,2022-03-06
ACC-600994,501947,savings,5029-9045-5872-6186,BR-0055,81433.46,USD,active,4.0912,2020-09-04,2022-02-03
ACC-600995,502072,money_market,2040-7694-7232-1025,BR-0165,365482.31,USD,active,2.537,2024-04-02,2025-06-14
ACC-600996,502230,money_market,2907-0626-5682-7416,BR-0090,465841.62,USD,active,1.8138,2023-11-28,2025-07-31
ACC-600997,502784,savings,1117-5313-3020-7060,BR-0182,156842.16,USD,dormant,3.1647,2020-07-17,2021-06-27
ACC-600998,501246,checking,1724-5562-7848-6977,BR-0118,4608.41,USD,dormant,0.4134,2020-05-02,2021-07-02
ACC-600999,502154,checking,3847-7890-1851-3177,BR-0155,43288.11,USD,active,0.1731,2020-12-01,2021-12-24
ACC-601000,500893,cd,5239-9158-2697-2346,BR-0200,78264.57,USD,active,4.3394,2022-07-06,2024-03-26
ACC-601001,500174,checking,5004-0302-2764-1650,BR-0055,43348.6,USD,dormant,0.1889,2022-01-13,2023-08-13
ACC-601002,502491,checking,4493-2434-0611-2586,BR-0155,31640.24,USD,dormant,0.3551,2021-11-11,2022-03-07
ACC-601003,500043,checking,5267-4166-5901-6113,BR-0142,30811.28,USD,active,0.2718,2020-11-17,2021-12-07
ACC-601004,502340,savings,3468-5694-5980-6176,BR-0090,178214.98,USD,active,4.0348,2021-03-31,2022-08-19
ACC-601005,500789,savings,3264-8833-0425-1504,BR-0097,165088.47,USD,frozen,2.2208,2023-03-12,2025-02-12
ACC-601006,502947,savings,7085-9880-1298-1734,BR-0019,130077.49,USD,active,1.4014,2019-01-18,2019-08-02
ACC-601007,502374,checking,1005-6596-8272-4731,BR-0190,11138.84,USD,frozen,0.0633,2022-09-10,2023-06-24
ACC-601008,502549,cd,4245-9830-0927-6781,BR-0012,124403.21,USD,active,2.382,2024-07-18,2025-09-21
ACC-601009,502029,checking,4656-2275-9124-4332,BR-0015,47426.52,USD,active,0.2712,2020-01-26,2021-03-27
ACC-601010,500123,cd,3154-4844-8268-9404,BR-0062,190469.94,USD,closed,4.3354,2023-01-13,2023-03-01
ACC-601011,501105,money_market,8781-2762-5271-1169,BR-0122,266973.45,USD,active,1.6323,2023-04-28,2025-04-01
ACC-601012,501723,checking,5198-8424-0781-8041,BR-0139,31481.49,USD,frozen,0.0915,2019-07-21,2021-01-04
ACC-601013,500610,savings,1208-3940-2285-2566,BR-0172,90665.42,USD,active,4.7578,2022-04-02,2022-05-11
ACC-601014,501549,checking,7831-3164-4890-8395,BR-0012,26679.03,USD,active,0.2283,2022-04-06,2023-11-14
ACC-601015,500335,savings,8773-5503-6044-5804,BR-0171,5164.51,USD,frozen,3.6581,2020-09-08,2022-01-12
ACC-601016,502853,cd,7417-9154-0082-9215,BR-0165,133681.86,USD,closed,4.3487,2020-08-08,2020-08-19
ACC-601017,501467,checking,4577-6846-7420-5509,BR-0010,38965.12,USD,active,0.3011,2021-06-10,2022-07-14
ACC-601018,501377,savings,8822-0186-0868-7315,BR-0191,888.44,USD,active,4.4832,2022-11-14,2023-08-11
ACC-601019,502927,savings,4959-3284-0899-3940,BR-0045,42681.66,USD,active,4.3702,2025-08-23,2025-10-27
ACC-601020,500789,money_market,9117-6524-5160-9693,BR-0114,69108.31,USD,active,4.0441,2021-06-15,2021-11-24
ACC-601021,500425,money_market,3016-2125-3930-7345,BR-0034,288105.65,USD,active,3.6035,2023-06-12,2023-09-01
ACC-601022,501850,savings,2536-6248-0503-5956,BR-0131,104984.13,USD,active,4.1653,2020-04-06,2021-11-01
ACC-601023,502093,checking,0563-5306-0041-0664,BR-0069,30225.71,USD,active,0.3339,2019-02-28,2021-01-23
ACC-601024,502416,checking,9508-4910-2176-5180,BR-0180,9258.09,USD,active,0.4455,2022-05-05,2023-07-15
ACC-601025,500836,checking,6594-9540-2915-7534,BR-0195,9937.96,USD,active,0.1763,2022-03-14,2022-03-19
ACC-601026,502405,savings,7020-5497-4954-7676,BR-0071,38702.85,USD,closed,2.7786,2021-10-08,2023-07-26
ACC-601027,501785,money_market,5805-3981-8557-4388,BR-0108,355666.64,USD,active,3.2186,2022-09-24,2023-08-08
ACC-601028,502810,savings,2734-4243-1398-7198,BR-0149,114430.17,USD,dormant,1.0302,2019-07-09,2020-09-29
ACC-601029,502443,checking,8699-8074-1675-2266,BR-0178,2643.61,USD,active,0.0706,2024-08-21,2024-09-05
ACC-601030,500634,savings,2675-9643-4993-3540,BR-0131,95996.09,USD,active,1.9406,2020-06-30,2021-03-31
ACC-601031,501273,cd,2085-4646-7513-8534,BR-0107,141439.23,USD,active,2.7666,2019-10-28,2021-03-22
ACC-601032,500329,savings,3960-4900-7917-6734,BR-0031,111031.52,USD,active,1.0742,2021-10-12,2022-02-12
ACC-601033,501818,checking,3529-0981-4580-7869,BR-0097,36160.91,USD,closed,0.1101,2025-02-08,2025-02-28
ACC-601034,500088,checking,0163-5835-4937-4596,BR-0027,30041.98,USD,frozen,0.3079,2019-01-18,2020-07-06
ACC-601035,502615,savings,7674-2554-9161-5585,BR-0122,50913.17,USD,active,2.0959,2021-11-07,2023-01-04
ACC-601036,501818,checking,8272-1810-1756-0992,BR-0118,44410.19,USD,active,0.1088,2020-04-06,2021-01-21
ACC-601037,500247,cd,5250-1090-5150-7272,BR-0047,97581.61,USD,dormant,3.3932,2020-12-20,2020-12-25
ACC-601038,502559,checking,0074-5064-5425-9465,BR-0131,41827.56,USD,active,0.3554,2025-04-02,2025-05-01
ACC-601039,500609,savings,4986-6384-4691-4012,BR-0039,159935.7,USD,active,3.0336,2022-04-11,2022-10-26
ACC-601040,501947,savings,7022-8267-6260-0229,BR-0033,192028.67,USD,active,0.8312,2019-10-14,2021-05-05
ACC-601041,502841,checking,0402-2241-9586-6432,BR-0022,35177.16,USD,active,0.1635,2025-12-19,2025-12-30
ACC-601042,501962,checking,6543-8860-3295-0783,BR-0176,998.31,USD,dormant,0.2551,2025-01-14,2025-03-06
ACC-601043,502245,checking,6867-3072-5876-3097,BR-0197,14129.27,USD,frozen,0.0447,2025-09-07,2025-12-11
ACC-601044,500569,checking,4273-5003-4250-9918,BR-0107,42474.26,USD,active,0.2974,2021-08-30,2022-03-01
ACC-601045,500262,cd,7751-2200-0339-2401,BR-0066,175878.46,USD,active,4.7847,2023-09-15,2025-06-22
ACC-601046,502288,savings,7845-3853-5392-6928,BR-0109,176961.19,USD,active,0.8712,2025-03-22,2025-11-27
ACC-601047,500026,checking,5206-5121-4000-9730,BR-0021,40425.45,USD,active,0.1881,2023-09-12,2025-05-02
ACC-601048,501385,checking,6510-2376-1908-9177,BR-0157,6878.91,USD,active,0.0521,2020-03-18,2022-02-12
ACC-601049,500554,cd,5868-6932-3812-2101,BR-0101,63374.86,USD,active,4.0914,2019-07-13,2020-10-16
ACC-601050,502207,money_market,8854-2779-6971-6421,BR-0154,312996.57,USD,dormant,3.2476,2024-07-10,2025-03-08
ACC-601051,500090,savings,9169-8324-0026-8106,BR-0061,123926.27,USD,active,4.6761,2024-11-26,2025-02-09
ACC-601052,500496,savings,3441-0121-1257-8787,BR-0002,28048.64,USD,active,4.3763,2020-09-07,2021-03-27
ACC-601053,501103,savings,2502-6128-9349-2610,BR-0135,61290.44,USD,dormant,1.0495,2020-03-22,2021-10-23
ACC-601054,500967,checking,1381-5481-3507-7251,BR-0042,16623.74,USD,active,0.4984,2025-09-23,2025-10-05
ACC-601055,502110,checking,9824-9008-1689-0217,BR-0103,15380.82,USD,active,0.3011,2024-07-31,2025-03-19
ACC-601056,500535,checking,2027-7160-7879-1696,BR-0102,732.0,USD,closed,0.245,2022-04-05,2023-11-19
ACC-601057,502902,cd,4743-9582-8551-7928,BR-0117,10395.73,USD,frozen,2.8135,2024-12-08,2025-12-11
ACC-601058,501083,money_market,7008-1634-7973-0578,BR-0096,238260.44,USD,frozen,4.242,2023-07-24,2025-06-04
ACC-601059,501910,cd,5607-8515-7362-2834,BR-0112,169602.11,USD,active,2.4744,2021-05-04,2023-03-26
ACC-601060,500412,savings,4348-4512-9476-9871,BR-0045,123629.02,USD,active,4.051,2021-07-20,2023-03-12
ACC-601061,501228,savings,2594-3703-6152-4782,BR-0200,133347.25,USD,dormant,0.662,2019-07-22,2020-07-17
ACC-601062,500124,cd,6800-0988-0066-5197,BR-0110,109956.5,USD,active,3.4436,2023-07-15,2024-02-16
ACC-601063,501576,savings,7556-5931-7003-2531,BR-0084,86359.05,USD,active,2.8679,2019-09-16,2019-10-23
ACC-601064,502371,savings,3809-0229-9039-5334,BR-0156,169658.37,USD,dormant,3.1926,2021-12-14,2023-06-15
ACC-601065,502766,checking,8078-5119-5451-2447,BR-0013,48896.43,USD,closed,0.1866,2024-07-09,2025-02-11
ACC-601066,500524,savings,8727-9943-5662-2700,BR-0163,79586.29,USD,active,0.7637,2022-12-31,2024-08-30
ACC-601067,501814,checking,8288-7387-7245-9537,BR-0053,23905.46,USD,active,0.2942,2022-01-08,2022-11-23
ACC-601068,500655,savings,9086-1050-3392-5318,BR-0138,103422.69,USD,dormant,4.8827,2021-05-15,2021-08-19
ACC-601069,502804,money_market,6012-1049-8608-1224,BR-0002,146165.49,USD,closed,2.7455,2019-06-13,2021-03-14
ACC-601070,500445,checking,7878-0902-7413-5676,BR-0003,44372.78,USD,active,0.2524,2023-05-20,2023-10-08
ACC-601071,502440,checking,3990-7356-8505-7630,BR-0117,17478.26,USD,active,0.4638,2020-08-23,2022-08-04
ACC-601072,502169,checking,2353-4923-2005-9676,BR-0078,45133.49,USD,active,0.1918,2024-09-27,2024-10-29
ACC-601073,500572,savings,9291-5844-5479-1306,BR-0118,81187.86,USD,active,3.1198,2024-09-30,2025-07-27
ACC-601074,500788,savings,5306-4310-5890-6568,BR-0123,31390.47,USD,active,0.9607,2025-09-15,2025-11-08
ACC-601075,501792,checking,9561-4038-9128-6077,BR-0119,8573.83,USD,active,0.3514,2023-02-21,2023-05-26
ACC-601076,502188,cd,5937-8072-0673-6168,BR-0095,163708.32,USD,dormant,2.9214,2022-02-22,2023-02-12
ACC-601077,500832,checking,1684-0353-2763-9703,BR-0044,10447.1,USD,dormant,0.4409,2020-11-24,2021-03-17
ACC-601078,501201,savings,1442-1303-9289-4012,BR-0032,15879.94,USD,active,3.7165,2023-02-18,2024-02-09
ACC-601079,502437,savings,1681-3318-4339-0587,BR-0189,113890.38,USD,active,3.7119,2021-10-06,2022-07-16
ACC-601080,500428,checking,8008-5576-5255-4462,BR-0079,8156.44,USD,active,0.3486,2025-11-22,2025-12-27
ACC-601081,502470,savings,6342-2403-7927-5342,BR-0097,63846.76,USD,active,3.2686,2022-02-09,2023-02-10
ACC-601082,502833,money_market,4513-9328-0867-2652,BR-0002,114936.03,USD,active,2.8178,2024-07-11,2025-01-25
ACC-601083,502359,savings,5323-8588-2006-0772,BR-0097,161690.47,USD,active,1.6737,2023-06-07,2025-04-10
ACC-601084,502565,savings,2330-9788-6278-1843,BR-0087,93754.39,USD,active,0.5177,2025-08-31,2025-10-04
ACC-601085,502384,checking,3169-1138-3107-5542,BR-0001,2587.03,USD,closed,0.0737,2023-04-08,2024-04-28
ACC-601086,500797,savings,9555-7239-9214-4020,BR-0046,16340.09,USD,dormant,3.9612,2024-05-05,2024-06-03
ACC-601087,502306,checking,0795-2886-1415-2644,BR-0039,49434.04,USD,active,0.3555,2024-03-10,2024-07-01
ACC-601088,501942,checking,3605-1144-5094-2748,BR-0035,10825.18,USD,active,0.2409,2021-05-25,2021-06-19
ACC-601089,500654,savings,0944-0259-3460-7146,BR-0124,14628.87,USD,active,2.091,2021-06-11,2021-11-08
ACC-601090,501769,savings,6702-1742-5048-1339,BR-0024,108864.22,USD,active,4.6481,2023-09-18,2024-05-27
ACC-601091,502040,checking,4635-3050-5696-4251,BR-0046,24140.5,USD,active,0.1563,2023-06-27,2023-08-16
ACC-601092,500154,checking,4117-5132-5551-8073,BR-0160,5630.19,USD,active,0.0844,2019-11-14,2021-01-01
ACC-601093,502637,checking,1715-4309-0461-1855,BR-0070,48933.21,USD,closed,0.2334,2024-11-02,2025-08-05
ACC-601094,500644,checking,8728-8077-5418-7001,BR-0154,12119.78,USD,active,0.1065,2021-12-02,2023-06-08
ACC-601095,502893,checking,8065-2661-8901-6671,BR-0130,23584.18,USD,active,0.139,2019-02-23,2019-09-25
ACC-601096,500395,cd,5561-4164-5742-5717,BR-0119,94130.84,USD,active,3.2357,2024-11-11,2024-11-24
ACC-601097,501554,checking,2613-4896-4461-3907,BR-0121,15288.4,USD,active,0.1303,2023-06-05,2024-08-13
ACC-601098,502559,checking,6433-0713-8156-7235,BR-0029,25739.87,USD,active,0.1125,2025-11-27,2025-12-31
ACC-601099,501447,checking,6192-5129-7067-2170,BR-0076,23232.93,USD,active,0.1838,2023-10-04,2024-08-23
ACC-601100,502802,savings,7637-3176-6655-2088,BR-0176,73987.74,USD,dormant,2.2589,2025-08-01,2025-09-16
ACC-601101,500777,checking,3233-6164-5805-9926,BR-0149,36837.5,USD,active,0.1668,2025-07-21,2025-08-22
ACC-601102,500933,savings,5305-3623-2199-0340,BR-0007,83536.35,USD,active,4.9018,2021-01-17,2022-09-18
ACC-601103,500575,cd,4491-4754-1406-4026,BR-0088,9617.21,USD,active,3.0222,2022-09-07,2024-05-29
ACC-601104,500151,savings,2656-6030-7504-8800,BR-0012,172286.71,USD,active,2.5922,2022-07-31,2023-01-09
ACC-601105,501496,money_market,4310-5268-7069-1418,BR-0181,355914.73,USD,active,3.4732,2020-04-08,2021-08-22
ACC-601106,500159,checking,1121-9081-2534-6948,BR-0121,46257.95,USD,active,0.2584,2020-12-16,2022-09-04
ACC-601107,502399,money_market,5807-1369-1538-6872,BR-0025,421864.54,USD,dormant,4.7457,2021-01-01,2022-10-21
ACC-601108,501887,savings,8721-1567-3957-7812,BR-0184,61125.02,USD,frozen,2.1527,2020-07-27,2021-12-13
ACC-601109,500960,checking,2312-5825-5689-5348,BR-0094,30152.56,USD,active,0.4825,2022-12-23,2024-12-18
ACC-601110,502547,savings,1417-2203-5644-2497,BR-0137,149475.15,USD,active,4.2844,2020-12-29,2022-11-18
ACC-601111,500238,savings,3863-1510-1493-5008,BR-0135,158895.73,USD,closed,1.7067,2022-09-23,2022-10-08
ACC-601112,500772,savings,8925-7850-6315-3603,BR-0111,158716.09,USD,active,4.2254,2021-08-29,2022-03-30
ACC-601113,501419,savings,0873-3633-5081-4696,BR-0151,108163.6,USD,active,2.5437,2022-11-18,2023-02-01
ACC-601114,500542,money_market,5540-8146-6332-1701,BR-0184,368220.84,USD,active,4.2404,2021-04-09,2022-08-29
ACC-601115,501717,savings,3192-7805-0885-8937,BR-0133,62341.54,USD,dormant,1.143,2020-08-18,2022-07-08
ACC-601116,501068,money_market,6567-1071-1393-4517,BR-0016,348868.31,USD,active,4.8658,2024-01-05,2024-04-09
ACC-601117,502648,checking,4793-9891-8767-0106,BR-0192,31359.67,USD,active,0.2153,2020-02-09,2021-07-29
ACC-601118,500169,savings,2727-6434-8936-3231,BR-0122,69931.76,USD,frozen,3.3175,2022-02-12,2022-12-04
ACC-601119,502543,checking,4552-2860-3859-7496,BR-0045,7392.09,USD,active,0.2925,2019-05-15,2021-03-27
ACC-601120,502047,money_market,2428-5400-6866-1848,BR-0042,446176.61,USD,active,1.6703,2019-12-31,2021-12-15
ACC-601121,500161,checking,6349-3895-8524-7839,BR-0196,46392.13,USD,active,0.2752,2022-05-07,2023-02-09
ACC-601122,500152,savings,1881-3927-9197-0746,BR-0052,175617.48,USD,closed,1.1224,2021-05-15,2022-08-01
ACC-601123,501763,money_market,3246-8797-3187-6825,BR-0185,356713.94,USD,active,4.322,2025-04-22,2025-06-03
ACC-601124,500742,checking,1198-1763-0484-4406,BR-0111,12355.15,USD,dormant,0.0893,2025-09-23,2025-11-19
ACC-601125,500390,savings,8456-5730-5785-7427,BR-0156,16182.99,USD,active,4.4929,2022-04-09,2022-07-10
ACC-601126,500993,checking,5507-2726-4548-4376,BR-0132,5499.61,USD,active,0.3413,2021-07-22,2021-08-23
ACC-601127,500157,checking,8903-7242-4797-1559,BR-0191,16705.41,USD,dormant,0.3183,2020-04-05,2020-07-25
ACC-601128,501039,money_market,3640-6744-1876-7407,BR-0057,151373.0,USD,dormant,4.5679,2020-07-16,2021-03-31
ACC-601129,502358,savings,7028-2968-9885-2910,BR-0018,187856.7,USD,active,3.8146,2023-01-19,2023-12-01
ACC-601130,501575,checking,4756-9597-8293-8199,BR-0145,909.2,USD,active,0.1056,2022-10-09,2023-12-29
ACC-601131,501285,savings,2428-0033-5563-2240,BR-0031,166836.91,USD,active,4.3967,2020-01-17,2020-07-12
ACC-601132,502486,checking,3516-3246-3048-9134,BR-0162,35687.05,USD,dormant,0.0124,2019-10-22,2020-03-18
ACC-601133,501962,checking,0724-4288-9467-7504,BR-0079,34302.52,USD,closed,0.3106,2024-07-16,2025-07-13
ACC-601134,500122,checking,0992-7945-3187-3262,BR-0143,44292.42,USD,active,0.2342,2019-09-26,2020-12-25
ACC-601135,501073,checking,5392-1342-9880-3874,BR-0158,26870.62,USD,active,0.3533,2024-04-02,2025-04-03
ACC-601136,501805,savings,0861-8259-4949-3900,BR-0116,133379.14,USD,frozen,2.9887,2020-11-19,2021-02-01
ACC-601137,502615,savings,5266-9030-9501-8744,BR-0135,148925.61,USD,active,2.5377,2023-12-24,2024-05-24
ACC-601138,501556,checking,6076-8899-9161-8469,BR-0111,34224.14,USD,active,0.1081,2019-08-11,2019-10-13
ACC-601139,501184,checking,6459-2916-2811-1683,BR-0101,38838.89,USD,frozen,0.1847,2019-09-20,2020-08-21
ACC-601140,500284,savings,4474-6301-3158-5565,BR-0174,108556.89,USD,active,3.7468,2021-06-15,2023-05-24
ACC-601141,501389,checking,3111-4483-3504-4386,BR-0030,15380.54,USD,active,0.0589,2025-11-30,2025-12-20
ACC-601142,502139,cd,3847-6492-2946-9925,BR-0134,33400.09,USD,active,4.7849,2020-09-14,2021-06-04
ACC-601143,500542,savings,1085-2009-9329-5396,BR-0051,198279.12,USD,dormant,1.6563,2025-12-22,2025-12-23
ACC-601144,501799,checking,8291-3680-9879-4926,BR-0038,47625.5,USD,active,0.1269,2022-10-17,2023-05-25
ACC-601145,502741,checking,8674-3576-1755-0451,BR-0001,40094.08,USD,active,0.24,2020-08-26,2021-06-14
ACC-601146,502240,savings,9851-3827-7542-5280,BR-0071,54186.76,USD,active,1.6599,2022-10-21,2023-02-02
ACC-601147,500811,savings,3818-9859-2877-1109,BR-0115,174100.09,USD,active,3.3467,2019-08-17,2020-08-18
ACC-601148,501384,checking,5510-1453-3588-0994,BR-0136,699.02,USD,dormant,0.1852,2022-09-09,2023-02-14
ACC-601149,502353,savings,2610-5243-4252-1381,BR-0065,61615.97,USD,frozen,1.5341,2025-05-22,2025-10-02
ACC-601150,502879,checking,2581-8401-2808-7611,BR-0051,9926.16,USD,dormant,0.4862,2019-12-26,2020-12-18
ACC-601151,500845,cd,6766-6489-1266-2145,BR-0043,129979.6,USD,dormant,5.4741,2021-06-03,2022-02-08
ACC-601152,500623,money_market,8149-5325-8533-3892,BR-0022,253911.0,USD,frozen,4.2056,2023-03-17,2023-09-09
ACC-601153,501621,savings,1816-5460-2931-4424,BR-0090,198864.44,USD,active,0.7443,2024-02-18,2025-08-05
ACC-601154,501808,checking,9577-4059-5203-5124,BR-0023,47374.67,USD,dormant,0.1195,2025-03-19,2025-08-21
